FASTQ_FILE,MD5,RUN_ID,STUDY_ID,STUDY_NAME,CENTER_NAME,SUBMISSION_ID,SUBMISSION_DATE,SAMPLE_ID,SAMPLE_NAME,POPULATION,EXPERIMENT_ID,INSTRUMENT_PLATFORM,INSTRUMENT_MODEL,LIBRARY_NAME,RUN_NAME,RUN_BLOCK_NAME,INSERT_SIZE,LIBRARY_LAYOUT,PAIRED_FASTQ,WITHDRAWN,WITHDRAWN_DATE,COMMENT,READ_COUNT,BASE_COUNT,ANALYSIS_GROUP
data/NA18486/sequence_read/SRR020481_2.filt.fastq.gz,fdd78a52261fd92ed626b67136de519e,SRR020481,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX007367,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.090717_SL-XAR_0001_FC429LLAAXX.8.srf,,323,PAIRED,data/NA18486/sequence_read/SRR020481_1.filt.fastq.gz,0,,,8204475,623540100,low coverage
data/NA18486/sequence_read/SRR022607.filt.fastq.gz,a81240c8f9b1cd7d7e2690f183429345,SRR022607,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX007502,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.090804_SL-XBB_0001_FC428FFAAXX.8.srf,,323,PAIRED,,0,,,1171994,89071544,low coverage
data/NA18486/sequence_read/SRR022607_1.filt.fastq.gz,61f4a6cf736d8b5de451ec5e56204b3b,SRR022607,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX007502,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.090804_SL-XBB_0001_FC428FFAAXX.8.srf,,323,PAIRED,data/NA18486/sequence_read/SRR022607_2.filt.fastq.gz,0,,,5705641,433628716,low coverage
data/NA18486/sequence_read/SRR022607_2.filt.fastq.gz,6fb8d0187120a5a4f43763317ce6082e,SRR022607,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX007502,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.090804_SL-XBB_0001_FC428FFAAXX.8.srf,,323,PAIRED,data/NA18486/sequence_read/SRR022607_1.filt.fastq.gz,0,,,5705641,433628716,low coverage
data/NA18486/sequence_read/SRR027525.filt.fastq.gz,37f0ace9aed3f9c89719eec92fddd082,SRR027525,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX011358,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.090924_SL-XAJ_0008_FC42H65AAXX.5.srf,,323,PAIRED,,0,,,536701,40789276,low coverage
data/NA18486/sequence_read/SRR027525_1.filt.fastq.gz,45d3fb516a2c218d46ad4ffbc0f4b415,SRR027525,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX011358,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.090924_SL-XAJ_0008_FC42H65AAXX.5.srf,,323,PAIRED,data/NA18486/sequence_read/SRR027525_2.filt.fastq.gz,0,,,11314733,859919708,low coverage
data/NA18486/sequence_read/SRR027525_2.filt.fastq.gz,321b35124870e2eac968079687bf6a5c,SRR027525,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX011358,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.090924_SL-XAJ_0008_FC42H65AAXX.5.srf,,323,PAIRED,data/NA18486/sequence_read/SRR027525_1.filt.fastq.gz,0,,,11314733,859919708,low coverage
data/NA18486/sequence_read/SRR027526.filt.fastq.gz,a48f8681aaf1a5814cc1174f8b2d3c15,SRR027526,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX011358,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.090924_SL-XAJ_0008_FC42H65AAXX.6.srf,,323,PAIRED,,0,,,543687,41320212,low coverage
data/NA18486/sequence_read/SRR027526_1.filt.fastq.gz,145dd8e9a9a9c7d9cc8a5dee0da2f4c0,SRR027526,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX011358,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.090924_SL-XAJ_0008_FC42H65AAXX.6.srf,,323,PAIRED,data/NA18486/sequence_read/SRR027526_2.filt.fastq.gz,0,,,11260948,855832048,low coverage
data/NA18486/sequence_read/SRR027526_2.filt.fastq.gz,0fa82ba8fe75375fdae1eb4077ecc64f,SRR027526,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX011358,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.090924_SL-XAJ_0008_FC42H65AAXX.6.srf,,323,PAIRED,data/NA18486/sequence_read/SRR027526_1.filt.fastq.gz,0,,,11260948,855832048,low coverage
data/NA18486/sequence_read/SRR027527.filt.fastq.gz,8c808f950efcc69cf3f94cc8bd445650,SRR027527,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX011358,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.090924_SL-XAJ_0008_FC42H65AAXX.7.srf,,323,PAIRED,,0,,,532912,40501312,low coverage
data/NA18486/sequence_read/SRR027527_1.filt.fastq.gz,3a3a4ba75981d059272e14adfbfe7592,SRR027527,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX011358,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.090924_SL-XAJ_0008_FC42H65AAXX.7.srf,,323,PAIRED,data/NA18486/sequence_read/SRR027527_2.filt.fastq.gz,0,,,11153573,847671548,low coverage
data/NA18486/sequence_read/SRR027527_2.filt.fastq.gz,43b78ba27b00f64a7886dda5748d6df2,SRR027527,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX011358,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.090924_SL-XAJ_0008_FC42H65AAXX.7.srf,,323,PAIRED,data/NA18486/sequence_read/SRR027527_1.filt.fastq.gz,0,,,11153573,847671548,low coverage
data/NA18486/sequence_read/SRR027528.filt.fastq.gz,f9d158f0c1023e7b41eaa804d1cd8af4,SRR027528,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX011358,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.090924_SL-XAJ_0008_FC42H65AAXX.8.srf,,323,PAIRED,,0,,,584976,44458176,low coverage
data/NA18486/sequence_read/SRR027528_1.filt.fastq.gz,5822a410d7eed8c5bdfdc43d31389215,SRR027528,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX011358,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.090924_SL-XAJ_0008_FC42H65AAXX.8.srf,,323,PAIRED,data/NA18486/sequence_read/SRR027528_2.filt.fastq.gz,0,,,10072986,765546936,low coverage
data/NA18486/sequence_read/SRR027528_2.filt.fastq.gz,2b1e03264f3a61637bfbb6af95840edf,SRR027528,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX011358,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.090924_SL-XAJ_0008_FC42H65AAXX.8.srf,,323,PAIRED,data/NA18486/sequence_read/SRR027528_1.filt.fastq.gz,0,,,10072986,765546936,low coverage
data/NA18486/sequence_read/SRR029844.filt.fastq.gz,6722cad4cc9d6f3b95cde4dbe617257d,SRR029844,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX012753,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.091101_SL-XBC_0002_FC42T4LAAXX.4.srf,,323,PAIRED,,0,,,72130,5481880,low coverage
data/NA18486/sequence_read/SRR029844_1.filt.fastq.gz,dc62dbbb7867332dbab818b3920a925f,SRR029844,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX012753,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.091101_SL-XBC_0002_FC42T4LAAXX.4.srf,,323,PAIRED,data/NA18486/sequence_read/SRR029844_2.filt.fastq.gz,0,,,5692785,432651660,low coverage
data/NA18486/sequence_read/SRR029844_2.filt.fastq.gz,b8ce1f41ae79b9735ef76065d612aa54,SRR029844,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX012753,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.091101_SL-XBC_0002_FC42T4LAAXX.4.srf,,323,PAIRED,data/NA18486/sequence_read/SRR029844_1.filt.fastq.gz,0,,,5692785,432651660,low coverage
data/NA18486/sequence_read/SRR029845.filt.fastq.gz,087a5d05fa51da7e9baf8f723ec74d17,SRR029845,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX012753,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.091101_SL-XBC_0002_FC42T4LAAXX.3.srf,,323,PAIRED,,0,,,71940,5467440,low coverage
data/NA18486/sequence_read/SRR029845_1.filt.fastq.gz,e4d0443d5f8d9ded898fdea3792363d7,SRR029845,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX012753,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.091101_SL-XBC_0002_FC42T4LAAXX.3.srf,,323,PAIRED,data/NA18486/sequence_read/SRR029845_2.filt.fastq.gz,0,,,5771520,438635520,low coverage
data/NA18486/sequence_read/SRR029845_2.filt.fastq.gz,52583b5a23a0abfffe39f6ca7e7bbf53,SRR029845,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX012753,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.091101_SL-XBC_0002_FC42T4LAAXX.3.srf,,323,PAIRED,data/NA18486/sequence_read/SRR029845_1.filt.fastq.gz,0,,,5771520,438635520,low coverage
data/NA18486/sequence_read/SRR032211.filt.fastq.gz,8a4dbe7249e46e67631ac1abf8a81128,SRR032211,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX014901,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.091211_SL-XBD_0007_FC612E0AAXX.5.srf,,323,PAIRED,,0,,,458370,34836120,low coverage
data/NA18486/sequence_read/SRR032211_1.filt.fastq.gz,27644a6177df44a5a635a4d7fdfd4b2d,SRR032211,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX014901,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.091211_SL-XBD_0007_FC612E0AAXX.5.srf,,323,PAIRED,data/NA18486/sequence_read/SRR032211_2.filt.fastq.gz,0,,,6269864,476509664,low coverage
data/NA18486/sequence_read/SRR032211_2.filt.fastq.gz,2fbc72af5db4953d3764bdcd34a76ae1,SRR032211,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX014901,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.091211_SL-XBD_0007_FC612E0AAXX.5.srf,,323,PAIRED,data/NA18486/sequence_read/SRR032211_1.filt.fastq.gz,0,,,6269864,476509664,low coverage
data/NA18486/sequence_read/SRR032212.filt.fastq.gz,35cb410e34e9591321e7c62d1143d311,SRR032212,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX014901,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.091211_SL-XBD_0007_FC612E0AAXX.6.srf,,323,PAIRED,,0,,,224304,17047104,low coverage
data/NA18486/sequence_read/SRR032212_1.filt.fastq.gz,3458d9e1f453214e02b37f75563cb74d,SRR032212,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX014901,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.091211_SL-XBD_0007_FC612E0AAXX.6.srf,,323,PAIRED,data/NA18486/sequence_read/SRR032212_2.filt.fastq.gz,0,,,6719765,510702140,low coverage
data/NA18486/sequence_read/SRR032212_2.filt.fastq.gz,47bf0f00f72f7ee86f04e8bfa40bc753,SRR032212,SRP000031,1000Genomes Project Pilot 1,BI,SRA007839,3/25/2008 0:00,SRS000093,NA18486,YRI,SRX014901,ILLUMINA,Illumina Genome Analyzer II,Solexa-5114,BI.PE.091211_SL-XBD_0007_FC612E0AAXX.6.srf,,323,PAIRED,data/NA18486/sequence_read/SRR032212_1.filt.fastq.gz,0,,,6719765,510702140,low coverage
data/NA18487/sequence_read/SRR017203.filt.fastq.gz,e81d3ee41957a11d15b285e934f599e9,SRR017203,SRP000542,1000 Genomes YRI Yoruba population sequencing,BI,SRA008545,5/8/2009 0:00,SRS000644,NA18487,YRI,SRX005303,ILLUMINA,Illumina Genome Analyzer II,Solexa-10906,BI.PE.090526_SL-XAQ_0013_FC302RMAAXX.1.srf,,480,PAIRED,,0,,,2733830,207771080,low coverage
